,Year,Region,Suburb,Median
4034,2006,South Eastern Melbourne,dandenong,175.0
4037,2006,South Eastern Melbourne,noble park,185.0
4038,2006,South Eastern Melbourne,pakenham,205.0
4039,2006,South Eastern Melbourne,springvale,200.0
4041,2006,Mornington Peninsula,frankston,200.0
4046,2006,Geelong,corio,160.0
4049,2006,Geelong,lara,220.0
4050,2006,Geelong,newtown,200.0
4051,2006,Geelong,north geelong,190.0
4052,2006,Ballarat,ballarat east,185.0
4056,2006,Bendigo,bendigo,190.0
4059,2006,Bendigo,north bendigo,185.0
4060,2006,Other Regional Centres,bairnsdale,180.0
4061,2006,Other Regional Centres,benalla,180.0
4062,2006,Other Regional Centres,castlemaine,185.0
4063,2006,Other Regional Centres,echuca,195.0
4064,2006,Other Regional Centres,hamilton,190.0
4065,2006,Other Regional Centres,horsham,160.0
4066,2006,Other Regional Centres,mildura,185.0
4068,2006,Other Regional Centres,morwell,130.0
4070,2006,Other Regional Centres,portland,180.0
4072,2006,Other Regional Centres,seymour,155.0
4073,2006,Other Regional Centres,shepparton,180.0
4074,2006,Other Regional Centres,swan hill,170.0
4075,2006,Other Regional Centres,torquay,270.0
4076,2006,Other Regional Centres,traralgon,180.0
4077,2006,Other Regional Centres,wangaratta,175.0
4078,2006,Other Regional Centres,warragul,190.0
4079,2006,Other Regional Centres,warrnambool,210.0
4080,2006,Other Regional Centres,wodonga,220.0
4520,2007,Inner Melbourne,armadale,310.0
4521,2007,Inner Melbourne,carlton north,360.0
4525,2007,Inner Melbourne,docklands,440.0
4526,2007,Inner Melbourne,east melbourne,350.0
4527,2007,Inner Melbourne,st kilda,270.0
4528,2007,Inner Melbourne,elwood,300.0
4529,2007,Inner Melbourne,fitzroy,360.0
4533,2007,Inner Melbourne,port melbourne,420.0
4536,2007,Inner Melbourne,south melbourne,395.0
4537,2007,Inner Melbourne,south yarra,325.0
4538,2007,Inner Melbourne,southbank,440.0
4539,2007,Inner Melbourne,st kilda,295.0
4540,2007,Inner Melbourne,toorak,325.0
4541,2007,Inner Eastern Melbourne,balwyn,350.0
4542,2007,Inner Eastern Melbourne,blackburn,290.0
4543,2007,Inner Eastern Melbourne,box hill,280.0
4549,2007,Inner Eastern Melbourne,clayton,275.0
4551,2007,Inner Eastern Melbourne,hawthorn east,295.0
4553,2007,Inner Eastern Melbourne,hawthorn,275.0
4554,2007,Inner Eastern Melbourne,kew,340.0
4555,2007,Inner Eastern Melbourne,mount waverley,310.0
4559,2007,Southern Melbourne,bentleigh,310.0
4560,2007,Southern Melbourne,brighton,440.0
4561,2007,Southern Melbourne,brighton east,450.0
4562,2007,Southern Melbourne,carnegie,250.0
4563,2007,Southern Melbourne,caulfield,300.0
4564,2007,Southern Melbourne,cheltenham,300.0
4565,2007,Southern Melbourne,elsternwick,290.0
4567,2007,Southern Melbourne,malvern,340.0
4568,2007,Southern Melbourne,malvern east,290.0
4571,2007,Outer Western Melbourne,altona,255.0
4572,2007,Outer Western Melbourne,footscray,220.0
4574,2007,Outer Western Melbourne,melton,200.0
4577,2007,Outer Western Melbourne,sunshine,200.0
4578,2007,Outer Western Melbourne,sydenham,250.0
4580,2007,Outer Western Melbourne,west footscray,220.0
4581,2007,Outer Western Melbourne,williamstown,350.0
4584,2007,North Western Melbourne,brunswick,280.0
4586,2007,North Western Melbourne,craigieburn,250.0
4587,2007,North Western Melbourne,brunswick,310.0
4588,2007,North Western Melbourne,essendon,260.0
4590,2007,North Western Melbourne,keilor,270.0
4594,2007,North Western Melbourne,sunbury,230.0
4595,2007,North Western Melbourne,brunswick west,230.0
4602,2007,North Eastern Melbourne,northcote,310.0
4603,2007,North Eastern Melbourne,preston,260.0
4604,2007,North Eastern Melbourne,reservoir,230.0
4606,2007,North Eastern Melbourne,thornbury,240.0
4607,2007,North Eastern Melbourne,whittlesea,265.0
4608,2007,Outer Eastern Melbourne,bayswater,235.0
4609,2007,Outer Eastern Melbourne,boronia,250.0
4611,2007,Outer Eastern Melbourne,ferntree gully,250.0
4612,2007,Outer Eastern Melbourne,ringwood,245.0
4613,2007,Outer Eastern Melbourne,rowville,300.0
4616,2007,South Eastern Melbourne,berwick,260.0
4617,2007,South Eastern Melbourne,cranbourne,235.0
4618,2007,South Eastern Melbourne,dandenong,195.0
4621,2007,South Eastern Melbourne,noble park,210.0
4622,2007,South Eastern Melbourne,pakenham,225.0
4623,2007,South Eastern Melbourne,springvale,221.0
4625,2007,Mornington Peninsula,frankston,220.0
4630,2007,Geelong,corio,170.0
4633,2007,Geelong,lara,240.0
4634,2007,Geelong,newtown,220.0
4635,2007,Geelong,north geelong,205.0
4636,2007,Ballarat,ballarat east,190.0
4640,2007,Bendigo,bendigo,200.0
4643,2007,Bendigo,north bendigo,200.0
4644,2007,Other Regional Centres,bairnsdale,185.0
4645,2007,Other Regional Centres,benalla,180.0
4646,2007,Other Regional Centres,castlemaine,200.0
4647,2007,Other Regional Centres,echuca,210.0
4648,2007,Other Regional Centres,hamilton,180.0
4649,2007,Other Regional Centres,horsham,165.0
4650,2007,Other Regional Centres,mildura,195.0
4652,2007,Other Regional Centres,morwell,140.0
4654,2007,Other Regional Centres,portland,180.0
4656,2007,Other Regional Centres,seymour,160.0
4657,2007,Other Regional Centres,shepparton,190.0
4658,2007,Other Regional Centres,swan hill,180.0
4659,2007,Other Regional Centres,torquay,280.0
4660,2007,Other Regional Centres,traralgon,190.0
4661,2007,Other Regional Centres,wangaratta,185.0
4662,2007,Other Regional Centres,warragul,198.0
4663,2007,Other Regional Centres,warrnambool,220.0
4664,2007,Other Regional Centres,wodonga,220.0
5104,2008,Inner Melbourne,armadale,340.0
5105,2008,Inner Melbourne,carlton north,400.0
5109,2008,Inner Melbourne,docklands,480.0
5110,2008,Inner Melbourne,east melbourne,388.0
5111,2008,Inner Melbourne,st kilda,300.0
5112,2008,Inner Melbourne,elwood,335.0
5113,2008,Inner Melbourne,fitzroy,400.0
5117,2008,Inner Melbourne,port melbourne,460.0
5120,2008,Inner Melbourne,south melbourne,450.0
5121,2008,Inner Melbourne,south yarra,360.0
5122,2008,Inner Melbourne,southbank,480.0
5123,2008,Inner Melbourne,st kilda,320.0
5124,2008,Inner Melbourne,toorak,380.0
5125,2008,Inner Eastern Melbourne,balwyn,395.0
5126,2008,Inner Eastern Melbourne,blackburn,330.0
5127,2008,Inner Eastern Melbourne,box hill,310.0
5133,2008,Inner Eastern Melbourne,clayton,310.0
5135,2008,Inner Eastern Melbourne,hawthorn east,335.0
5137,2008,Inner Eastern Melbourne,hawthorn,315.0
5138,2008,Inner Eastern Melbourne,kew,380.0
5139,2008,Inner Eastern Melbourne,mount waverley,350.0
5143,2008,Southern Melbourne,bentleigh,350.0
5144,2008,Southern Melbourne,brighton,495.0
5145,2008,Southern Melbourne,brighton east,480.0
5146,2008,Southern Melbourne,carnegie,290.0
5147,2008,Southern Melbourne,caulfield,345.0
5148,2008,Southern Melbourne,cheltenham,350.0
5149,2008,Southern Melbourne,elsternwick,323.0
5151,2008,Southern Melbourne,malvern,368.0
5152,2008,Southern Melbourne,malvern east,325.0
5155,2008,Outer Western Melbourne,altona,300.0
5156,2008,Outer Western Melbourne,footscray,260.0
5158,2008,Outer Western Melbourne,melton,221.0
5161,2008,Outer Western Melbourne,sunshine,240.0
5162,2008,Outer Western Melbourne,sydenham,280.0
5164,2008,Outer Western Melbourne,west footscray,270.0
5165,2008,Outer Western Melbourne,williamstown,360.0
5168,2008,North Western Melbourne,brunswick,300.0
5170,2008,North Western Melbourne,craigieburn,285.0
5171,2008,North Western Melbourne,brunswick,350.0
5172,2008,North Western Melbourne,essendon,300.0
5174,2008,North Western Melbourne,keilor,300.0
5178,2008,North Western Melbourne,sunbury,260.0
5179,2008,North Western Melbourne,brunswick west,270.0
5186,2008,North Eastern Melbourne,northcote,370.0
5187,2008,North Eastern Melbourne,preston,300.0
5188,2008,North Eastern Melbourne,reservoir,270.0
5190,2008,North Eastern Melbourne,thornbury,280.0
5191,2008,North Eastern Melbourne,whittlesea,301.0
5192,2008,Outer Eastern Melbourne,bayswater,260.0
5193,2008,Outer Eastern Melbourne,boronia,270.0
5195,2008,Outer Eastern Melbourne,ferntree gully,280.0
5196,2008,Outer Eastern Melbourne,ringwood,280.0
5197,2008,Outer Eastern Melbourne,rowville,340.0
5200,2008,South Eastern Melbourne,berwick,300.0
5201,2008,South Eastern Melbourne,cranbourne,260.0
5202,2008,South Eastern Melbourne,dandenong,230.0
5205,2008,South Eastern Melbourne,noble park,250.0
5206,2008,South Eastern Melbourne,pakenham,260.0
5207,2008,South Eastern Melbourne,springvale,270.0
5209,2008,Mornington Peninsula,frankston,250.0
5214,2008,Geelong,corio,190.0
5217,2008,Geelong,lara,260.0
5218,2008,Geelong,newtown,250.0
5219,2008,Geelong,north geelong,235.0
5220,2008,Ballarat,ballarat east,210.0
5224,2008,Bendigo,bendigo,210.0
5227,2008,Bendigo,north bendigo,210.0
5228,2008,Other Regional Centres,bairnsdale,210.0
5229,2008,Other Regional Centres,benalla,190.0
5230,2008,Other Regional Centres,castlemaine,210.0
5231,2008,Other Regional Centres,echuca,215.0
5232,2008,Other Regional Centres,hamilton,190.0
5233,2008,Other Regional Centres,horsham,175.0
5234,2008,Other Regional Centres,mildura,200.0
5236,2008,Other Regional Centres,morwell,140.0
5238,2008,Other Regional Centres,portland,200.0
5240,2008,Other Regional Centres,seymour,170.0
5241,2008,Other Regional Centres,shepparton,200.0
5242,2008,Other Regional Centres,swan hill,190.0
5243,2008,Other Regional Centres,torquay,310.0
5244,2008,Other Regional Centres,traralgon,213.0
5245,2008,Other Regional Centres,wangaratta,190.0
5246,2008,Other Regional Centres,warragul,210.0
5247,2008,Other Regional Centres,warrnambool,230.0
5248,2008,Other Regional Centres,wodonga,230.0
5688,2009,Inner Melbourne,armadale,351.0
5689,2009,Inner Melbourne,carlton north,420.0
5693,2009,Inner Melbourne,docklands,500.0
5694,2009,Inner Melbourne,east melbourne,400.0
5695,2009,Inner Melbourne,st kilda,325.0
5696,2009,Inner Melbourne,elwood,350.0
5697,2009,Inner Melbourne,fitzroy,420.0
5701,2009,Inner Melbourne,port melbourne,490.0
5704,2009,Inner Melbourne,south melbourne,458.0
5705,2009,Inner Melbourne,south yarra,380.0
5706,2009,Inner Melbourne,southbank,500.0
5707,2009,Inner Melbourne,st kilda,350.0
5708,2009,Inner Melbourne,toorak,393.0
5709,2009,Inner Eastern Melbourne,balwyn,410.0
5710,2009,Inner Eastern Melbourne,blackburn,350.0
5711,2009,Inner Eastern Melbourne,box hill,320.0
5717,2009,Inner Eastern Melbourne,clayton,330.0
5719,2009,Inner Eastern Melbourne,hawthorn east,350.0
5721,2009,Inner Eastern Melbourne,hawthorn,335.0
5722,2009,Inner Eastern Melbourne,kew,395.0
5723,2009,Inner Eastern Melbourne,mount waverley,370.0
5727,2009,Southern Melbourne,bentleigh,370.0
5728,2009,Southern Melbourne,brighton,550.0
5729,2009,Southern Melbourne,brighton east,500.0
5730,2009,Southern Melbourne,carnegie,300.0
5731,2009,Southern Melbourne,caulfield,355.0
5732,2009,Southern Melbourne,cheltenham,350.0
5733,2009,Southern Melbourne,elsternwick,338.0
5735,2009,Southern Melbourne,malvern,380.0
5736,2009,Southern Melbourne,malvern east,350.0
5739,2009,Outer Western Melbourne,altona,310.0
5740,2009,Outer Western Melbourne,footscray,280.0
5742,2009,Outer Western Melbourne,melton,245.0
5745,2009,Outer Western Melbourne,sunshine,260.0
5746,2009,Outer Western Melbourne,sydenham,300.0
5748,2009,Outer Western Melbourne,west footscray,300.0
5749,2009,Outer Western Melbourne,williamstown,390.0
5752,2009,North Western Melbourne,brunswick,340.0
5754,2009,North Western Melbourne,craigieburn,310.0
5755,2009,North Western Melbourne,brunswick,360.0
5756,2009,North Western Melbourne,essendon,313.0
5758,2009,North Western Melbourne,keilor,350.0
5762,2009,North Western Melbourne,sunbury,270.0
5763,2009,North Western Melbourne,brunswick west,280.0
5770,2009,North Eastern Melbourne,northcote,380.0
5771,2009,North Eastern Melbourne,preston,330.0
5772,2009,North Eastern Melbourne,reservoir,290.0
5774,2009,North Eastern Melbourne,thornbury,300.0
5775,2009,North Eastern Melbourne,whittlesea,320.0
5776,2009,Outer Eastern Melbourne,bayswater,280.0
5777,2009,Outer Eastern Melbourne,boronia,295.0
5779,2009,Outer Eastern Melbourne,ferntree gully,295.0
5780,2009,Outer Eastern Melbourne,ringwood,300.0
5781,2009,Outer Eastern Melbourne,rowville,343.0
5784,2009,South Eastern Melbourne,berwick,320.0
5785,2009,South Eastern Melbourne,cranbourne,280.0
5786,2009,South Eastern Melbourne,dandenong,252.0
5789,2009,South Eastern Melbourne,noble park,270.0
5790,2009,South Eastern Melbourne,pakenham,275.0
5791,2009,South Eastern Melbourne,springvale,290.0
5793,2009,Mornington Peninsula,frankston,260.0
5798,2009,Geelong,corio,200.0
5801,2009,Geelong,lara,270.0
5802,2009,Geelong,newtown,265.0
5803,2009,Geelong,north geelong,250.0
5804,2009,Ballarat,ballarat east,220.0
5808,2009,Bendigo,bendigo,225.0
5811,2009,Bendigo,north bendigo,220.0
5812,2009,Other Regional Centres,bairnsdale,210.0
5813,2009,Other Regional Centres,benalla,190.0
5814,2009,Other Regional Centres,castlemaine,220.0
5815,2009,Other Regional Centres,echuca,220.0
5816,2009,Other Regional Centres,hamilton,200.0
5817,2009,Other Regional Centres,horsham,183.0
5818,2009,Other Regional Centres,mildura,200.0
5820,2009,Other Regional Centres,morwell,150.0
5822,2009,Other Regional Centres,portland,200.0
5824,2009,Other Regional Centres,seymour,175.0
5825,2009,Other Regional Centres,shepparton,210.0
5826,2009,Other Regional Centres,swan hill,200.0
5827,2009,Other Regional Centres,torquay,350.0
5828,2009,Other Regional Centres,traralgon,230.0
5829,2009,Other Regional Centres,wangaratta,200.0
5830,2009,Other Regional Centres,warragul,230.0
5831,2009,Other Regional Centres,warrnambool,250.0
5832,2009,Other Regional Centres,wodonga,240.0
6272,2010,Inner Melbourne,armadale,370.0
6273,2010,Inner Melbourne,carlton north,450.0
6277,2010,Inner Melbourne,docklands,510.0
6278,2010,Inner Melbourne,east melbourne,425.0
6279,2010,Inner Melbourne,st kilda,350.0
6280,2010,Inner Melbourne,elwood,370.0
6281,2010,Inner Melbourne,fitzroy,460.0
6285,2010,Inner Melbourne,port melbourne,500.0
6288,2010,Inner Melbourne,south melbourne,475.0
6289,2010,Inner Melbourne,south yarra,390.0
6290,2010,Inner Melbourne,southbank,520.0
6291,2010,Inner Melbourne,st kilda,360.0
6292,2010,Inner Melbourne,toorak,400.0
6293,2010,Inner Eastern Melbourne,balwyn,448.0
6294,2010,Inner Eastern Melbourne,blackburn,360.0
6295,2010,Inner Eastern Melbourne,box hill,350.0
6301,2010,Inner Eastern Melbourne,clayton,330.0
6303,2010,Inner Eastern Melbourne,hawthorn east,370.0
6305,2010,Inner Eastern Melbourne,hawthorn,350.0
6306,2010,Inner Eastern Melbourne,kew,420.0
6307,2010,Inner Eastern Melbourne,mount waverley,390.0
6311,2010,Southern Melbourne,bentleigh,385.0
6312,2010,Southern Melbourne,brighton,550.0
6313,2010,Southern Melbourne,brighton east,550.0
6314,2010,Southern Melbourne,carnegie,325.0
6315,2010,Southern Melbourne,caulfield,380.0
6316,2010,Southern Melbourne,cheltenham,380.0
6317,2010,Southern Melbourne,elsternwick,360.0
6319,2010,Southern Melbourne,malvern,395.0
6320,2010,Southern Melbourne,malvern east,350.0
6323,2010,Outer Western Melbourne,altona,325.0
6324,2010,Outer Western Melbourne,footscray,300.0
6326,2010,Outer Western Melbourne,melton,260.0
6329,2010,Outer Western Melbourne,sunshine,280.0
6330,2010,Outer Western Melbourne,sydenham,320.0
6332,2010,Outer Western Melbourne,west footscray,300.0
6333,2010,Outer Western Melbourne,williamstown,390.0
6336,2010,North Western Melbourne,brunswick,360.0
6338,2010,North Western Melbourne,craigieburn,320.0
6339,2010,North Western Melbourne,brunswick,390.0
6340,2010,North Western Melbourne,essendon,330.0
6342,2010,North Western Melbourne,keilor,350.0
6346,2010,North Western Melbourne,sunbury,295.0
6347,2010,North Western Melbourne,brunswick west,295.0
6354,2010,North Eastern Melbourne,northcote,400.0
6355,2010,North Eastern Melbourne,preston,350.0
6356,2010,North Eastern Melbourne,reservoir,300.0
6358,2010,North Eastern Melbourne,thornbury,301.0
6359,2010,North Eastern Melbourne,whittlesea,340.0
6360,2010,Outer Eastern Melbourne,bayswater,310.0
6361,2010,Outer Eastern Melbourne,boronia,320.0
6363,2010,Outer Eastern Melbourne,ferntree gully,320.0
6364,2010,Outer Eastern Melbourne,ringwood,320.0
6365,2010,Outer Eastern Melbourne,rowville,370.0
6368,2010,South Eastern Melbourne,berwick,340.0
6369,2010,South Eastern Melbourne,cranbourne,300.0
6370,2010,South Eastern Melbourne,dandenong,275.0
6373,2010,South Eastern Melbourne,noble park,290.0
6374,2010,South Eastern Melbourne,pakenham,300.0
6375,2010,South Eastern Melbourne,springvale,300.0
6377,2010,Mornington Peninsula,frankston,283.0
6382,2010,Geelong,corio,225.0
6385,2010,Geelong,lara,285.0
6386,2010,Geelong,newtown,280.0
6387,2010,Geelong,north geelong,270.0
6388,2010,Ballarat,ballarat east,235.0
6392,2010,Bendigo,bendigo,240.0
6395,2010,Bendigo,north bendigo,240.0
6396,2010,Other Regional Centres,bairnsdale,240.0
6397,2010,Other Regional Centres,benalla,200.0
6398,2010,Other Regional Centres,castlemaine,250.0
6399,2010,Other Regional Centres,echuca,230.0
6400,2010,Other Regional Centres,hamilton,210.0
6401,2010,Other Regional Centres,horsham,195.0
6402,2010,Other Regional Centres,mildura,205.0
6404,2010,Other Regional Centres,morwell,165.0
6406,2010,Other Regional Centres,portland,203.0
6408,2010,Other Regional Centres,seymour,185.0
6409,2010,Other Regional Centres,shepparton,225.0
6410,2010,Other Regional Centres,swan hill,205.0
6411,2010,Other Regional Centres,torquay,360.0
6412,2010,Other Regional Centres,traralgon,240.0
6413,2010,Other Regional Centres,wangaratta,210.0
6414,2010,Other Regional Centres,warragul,240.0
6415,2010,Other Regional Centres,warrnambool,270.0
6416,2010,Other Regional Centres,wodonga,245.0
6856,2011,Inner Melbourne,armadale,390.0
6857,2011,Inner Melbourne,carlton north,480.0
6861,2011,Inner Melbourne,docklands,530.0
6862,2011,Inner Melbourne,east melbourne,450.0
6863,2011,Inner Melbourne,st kilda,350.0
6864,2011,Inner Melbourne,elwood,390.0
6865,2011,Inner Melbourne,fitzroy,480.0
6869,2011,Inner Melbourne,port melbourne,530.0
6872,2011,Inner Melbourne,south melbourne,490.0
6873,2011,Inner Melbourne,south yarra,400.0
6874,2011,Inner Melbourne,southbank,530.0
6875,2011,Inner Melbourne,st kilda,380.0
6876,2011,Inner Melbourne,toorak,430.0
6877,2011,Inner Eastern Melbourne,balwyn,450.0
6878,2011,Inner Eastern Melbourne,blackburn,380.0
6879,2011,Inner Eastern Melbourne,box hill,350.0
6885,2011,Inner Eastern Melbourne,clayton,350.0
6887,2011,Inner Eastern Melbourne,hawthorn east,380.0
6889,2011,Inner Eastern Melbourne,hawthorn,350.0
6890,2011,Inner Eastern Melbourne,kew,440.0
6891,2011,Inner Eastern Melbourne,mount waverley,395.0
