,School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
1477,Traralgon College,154-184 Grey Street,Traralgon,3844,381,Latrobe (C),146.5194895,-38.19142459
1478,Mornington Secondary College,1051 Nepean Highway,Mornington,3931,534,Mornington Peninsula (S),145.057762,-38.216712
1479,Essendon Keilor College,Quinn Grove,Keilor East,3033,506,Moonee Valley (C),144.8697108,-37.73970794
1480,Brunswick Secondary College,47 Dawson Street,Brunswick,3056,525,Moreland (C),144.95501,-37.770899
1481,Glen Waverley Secondary College,13-21 O'Sullivan Road,Glen Waverley,3150,497,Monash (C),145.162106,-37.878098
1482,Monterey Secondary College,Silvertop Street,Frankston North,3200,217,Frankston (C),145.147724,-38.126124
1483,Warrnambool College,Grafton Road,Warrnambool,3280,673,Warrnambool (C),142.4996761,-38.37671595
1484,Viewbank College,1 Warren Road,Viewbank,3084,66,Banyule (C),145.08659,-37.741196
1485,Noble Park Secondary College,3 Callaghan Street,Noble Park,3174,267,Greater Dandenong (C),145.182369,-37.970209
1486,Baimbridge College,59 Mt Baimbridge Rd,Hamilton,3300,626,Southern Grampians (S),142.014634,-37.733311
1487,Yarra Hills Secondary College,16 Reay Road,Mooroolbark,3138,745,Yarra Ranges (S),145.316184,-37.78934
1488,Heathmont College,Waters Grove,Heathmont,3135,441,Maroondah (C),145.2321036,-37.83842619
1489,Horsham College,310 Baillie Street,Horsham,3402,319,Horsham (RC),142.184101,-36.711661
1490,Melbourne Girls College,Yarra Boulevard,Richmond,3121,735,Yarra (C),145.014334,-37.822507
1491,Western Heights Secondary College,37-61 Vines Road,Hamlyn Heights,3215,275,Greater Geelong (C),144.328058,-38.12391
1492,Lowanna College,72-96 Newark Avenue,Newborough,3825,381,Latrobe (C),146.2859798,-38.17667934
1493,Templestowe College,7 Cypress Avenue,Templestowe Lower,3107,421,Manningham (C),145.122306,-37.767428
1494,Castlemaine Secondary College,Blakeley Rd,Castlemaine,3450,543,Mount Alexander (S),144.227547,-37.050436
1495,Warragul Regional College,55 Burke Street,Warragul,3820,83,Baw Baw (S),145.9254852,-38.16519591
1496,Mount Rowan Secondary College,453-457 Forest Street,Wendouree,3355,57,Ballarat (C),143.834472,-37.51922
1497,Charlton College,33 - 49 Davies Street,Charlton,3525,127,Buloke (S),143.359633,-36.270312
1498,Wycheproof P-12 College,7-21 McKenzie Crescent,Wycheproof,3527,127,Buloke (S),143.229098,-36.075704
1499,Birchip P-12 School,43-47 Campbell Street,Birchip,3483,127,Buloke (S),142.9099365,-35.98438249
1500,Nhill College,Whitehead Avenue,Nhill,3418,298,Hindmarsh (S),141.65886,-36.33260253
1501,Sale College,73-81 Macalister Street,Sale,3850,681,Wellington (S),147.068006,-38.108921
1502,McClelland Secondary College,31 Belar Avenue,Frankston,3199,217,Frankston (C),145.158453,-38.14632
1503,The Alpine School,Great Alpine Road,Dinner Plain,3898,11,Alpine (S),147.245921,-37.023289
1504,Western English Language School,46 South Road,Braybrook,3019,433,Maribyrnong (C),144.8540362,-37.790995
1505,Narre Warren South P-12 College,Amberly Park Drive,Narre Warren South,3805,161,Casey (C),145.285075,-38.049734
1506,Lara Secondary College,34 Alkara Avenue,Lara,3212,275,Greater Geelong (C),144.41157,-38.018176
1507,Kaniva College,2 Farmers Street,Kaniva,3419,689,West Wimmera (S),141.2448451,-36.38271876
1508,Corryong College,27-45 Towong Road,Corryong,3707,667,Towong (S),147.910757,-36.192938
1509,Maryborough Education Centre,102 - 192 Balaclava Road,Maryborough,3465,167,Central Goldfields (S),143.722865,-37.042159
1510,The Lakes South Morang College,80 Jardier Terrace,South Morang,3752,707,Whittlesea (C),145.075679,-37.634935
1511,Point Cook Senior Secondary College,Cnr Boardwalk Blvd & Bergamot,Point Cook,3030,726,Wyndham (C),144.73282,-37.886718
1512,Manor Lakes P-12 College,2-50 Minindee Road,Wyndham Vale,3024,726,Wyndham (C),144.601853,-37.873507
1513,Coburg High School,101 Urquhart Street,Coburg,3058,525,Moreland (C),144.9728,-37.7407
1514,Wodonga Middle Years College,22-24 Mitchell Street,Wodonga,3690,717,Wodonga (C),146.890563,-36.130844
1515,Mount Ridley P-12 College,2-30 Hampton Street,Craigieburn,3064,327,Hume (C),144.9231944,-37.58030966
1516,Tarneit Senior College,861 Leakes Road,Tarneit,3029,726,Wyndham (C),144.6804061,-37.83335386
1517,Echuca College,20 - 50 Butcher Street,Echuca,3564,137,Campaspe (S),144.732423,-36.132394
1518,John Monash Science School,39 Innovation Walk,Clayton,3800,497,Monash (C),145.128686,-37.914221
1519,Altona College,103 A Grieve Parade,Altona,3018,311,Hobsons Bay (C),144.818639,-37.861911
1520,Dandenong High School,92-106 Princes Highway,Dandenong,3175,267,Greater Dandenong (C),145.209011,-37.979418
1521,Bass Coast Specialist School,6 Mckenzie Street,Wonthaggi,3995,74,Bass Coast (S),145.5964659,-38.60974434
1522,Laverton P-12 College,91 Bladin Street,Laverton,3028,311,Hobsons Bay (C),144.7726329,-37.85617409
1523,Hume Central Secondary College,60-78 Tanderrum Way,Broadmeadows,3047,327,Hume (C),144.915355,-37.680442
1524,Colac Secondary College,173 Queen Street,Colac,3250,175,Colac-Otway (S),143.5901021,-38.35149548
1525,Nossal High School,Sir Gustav Nossal Boulevard,Berwick,3806,161,Casey (C),145.336563,-38.038502
1526,Suzanne Cory High School,225 Hoppers Lane,Werribee,3030,726,Wyndham (C),144.700748,-37.893852
1527,Keysborough Secondary College,8-20 Janine Road,Springvale South,3172,267,Greater Dandenong (C),145.159839,-37.967017
1528,Hallam Senior Secondary College,74-84 Frawley Road,Hallam,3803,161,Casey (C),145.261185,-38.000196
1529,Gleneagles Secondary College,58 Reema Boulevard,Endeavour Hills,3802,161,Casey (C),145.276556,-37.974606
1530,Fountain Gate Secondary College,45 Josephine Avenue,Narre Warren,3805,161,Casey (C),145.2953788,-38.00528163
1531,Balmoral K-12 Community College,1831 Harrow Balmoral Road,Balmoral,3407,626,Southern Grampians (S),141.8273716,-37.240557
1532,Myrtleford P-12 College,Prince Street,Myrtleford,3737,11,Alpine (S),146.7261447,-36.54888702
1533,Alkira Secondary College,15 Nurture Avenue,Cranbourne North,3977,161,Casey (C),145.308716,-38.073127
1534,Somerville Secondary College,37 Graf Road,Somerville,3912,534,Mornington Peninsula (S),145.168595,-38.227257
1535,Tarneit Rise Primary School,51-71 Hummingbird Boulevard,Tarneit,3029,726,Wyndham (C),144.665822,-37.836183
1536,Boort District P-12 School,9 - 27 Malone Street,Boort,3537,394,Loddon (S),143.726948,-36.110217
1537,Yarrawonga College P-12,2-24 Pinniger Street,Yarrawonga,3730,490,Moira (S),146.0066682,-36.02144074
1538,Seymour College,29-47 Stewart Street,Seymour,3660,485,Mitchell (S),145.1411167,-37.02984234
1539,Merbein P-10 College,188-206 Commercial Street,Merbein,3505,478,Mildura (RC),142.0713085,-34.16936534
1540,Albert Park College,83 Danks Street,Albert Park,3206,590,Port Phillip (C),144.947363,-37.844792
1541,Charles La Trobe P-12 College,235 Kingsbury Drive,Macleod West,3085,189,Darebin (C),145.05865,-37.728966
1542,Victoria University Secondary College,5A Jamieson Street,St Albans,3021,118,Brimbank (C),144.785626,-37.740102
1543,Swifts Creek P-12 School,6840 Great Alpine Road,Swifts Creek,3896,211,East Gippsland (S),147.7240342,-37.26684449
1544,Glenroy Secondary College,120 Glenroy Road,Glenroy,3046,525,Moreland (C),144.9249952,-37.70470214
1545,John Fawkner Secondary College,51 Jukes Road,Fawkner,3060,525,Moreland (C),144.9718587,-37.70271075
1546,William Ruthven Secondary College,60 Merrilands Road,Reservoir,3073,189,Darebin (C),145.002774,-37.696666
1547,Mernda Central P-12 College,70 Breadalbane Avenue,Mernda,3754,707,Whittlesea (C),145.08833,-37.604853
1548,Cranbourne East Secondary College,50 Stately Drive,Cranbourne East,3977,161,Casey (C),145.306027,-38.10494
1549,Featherbrook P-9 College,281 Boardwalk Boulevard,Point Cook,3030,726,Wyndham (C),144.7275192,-37.90163614
1550,Phoenix P-12 Community College,53 - 71 Hertford Street,Sebastopol,3356,57,Ballarat (C),143.8335059,-37.58661037
1551,Northern Bay P-12 College,3-25 Goldsworthy Road,Corio,3214,275,Greater Geelong (C),144.355709,-38.078406
1552,Surf Coast Secondary College,75 White Street,Torquay,3228,649,Surf Coast (S),144.3238552,-38.30419186
1553,Hopetoun P-12 College,1 Dodgshun Street,Hopetoun,3396,763,Yarriambiack (S),142.3660296,-35.73486974
1554,Doveton College,62 Tristania Street,Doveton,3177,161,Casey (C),145.243173,-37.989449
1555,Officer Secondary College,1 Parker Street,Officer,3809,145,Cardinia (S),145.410967,-38.072015
1556,Brookside P-9 College,13 -16 Federation Way,Caroline Springs,3023,465,Melton (C),144.737222,-37.746339
1557,Creekside K-9 College,9 The Crossing,Caroline Springs,3023,465,Melton (C),144.738037,-37.73445
1558,Lakeview Senior College,College Street,Caroline Springs,3023,465,Melton (C),144.740281,-37.731016
1559,Springside Primary School,22-50 Becca Way,Caroline Springs,3023,465,Melton (C),144.7386746,-37.71117852
1560,Melba Secondary College,20 Brentnall Road,Croydon,3136,441,Maroondah (C),145.262016,-37.795523
1561,Boronia K-12 College,35-37 Albert Avenue,Boronia,3155,367,Knox (C),145.293268,-37.8583
1562,Tarneit P-9 College,21-23 Brinbrook Street,Tarneit,3029,726,Wyndham (C),144.679815,-37.837451
1563,Benalla P-12 College,20 Faithfull Street,Benalla,3672,101,Benalla (RC),145.963847,-36.553372
1564,Parkville College,900-930 Park Street,Parkville,3052,460,Melbourne (C),144.94736,-37.776815
1565,Wesley College,577 St Kilda Road,MELBOURNE,3004,460,Melbourne (C),144.982144,-37.84883
1566,Korowa Anglican Girls' School,10 - 16 Ranfurlie Crescent,GLEN IRIS,3146,635,Stonnington (C),145.054637,-37.861454
1567,Parade College,1436 Plenty Road,BUNDOORA,3083,66,Banyule (C),145.066978,-37.690178
1568,Simonds Catholic College,273 Victoria Street,WEST MELBOURNE,3003,460,Melbourne (C),144.952883,-37.805971
1569,St Marys College Melbourne,11 Westbury Street,ST KILDA EAST,3183,590,Port Phillip (C),144.997001,-37.859365
1570,St Patrick's College Ballarat,1431 Sturt Street,BALLARAT,3350,57,Ballarat (C),143.831558,-37.559711
1571,St Patrick's School,119 Drummond Street South,BALLARAT,3350,57,Ballarat (C),143.847147,-37.564397
1572,St Alipius' Parish School,106-108 Victoria Street,BALLARAT EAST,3350,57,Ballarat (C),143.8740084,-37.56170371
1573,Emmanuel College Inc.,140 Botanic Road,WARRNAMBOOL,3280,673,Warrnambool (C),142.477358,-38.370986
1574,Loreto College,1600 Sturt Street,BALLARAT,3350,57,Ballarat (C),143.8234695,-37.55686069
1575,St Mary's School,39 Malcolm Street,MANSFIELD,3722,425,Mansfield (S),146.089007,-37.058351
1576,Sacred Heart School,20 Newcastle Street,NEWPORT,3015,311,Hobsons Bay (C),144.881396,-37.840028
1577,St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016,311,Hobsons Bay (C),144.900894,-37.863498
1578,Ruyton Girls' School,12 Selbourne Road,KEW,3101,111,Boroondara (C),145.039181,-37.811111
1579,Caulfield Grammar School,217 Glen Eira Road,ST KILDA EAST,3183,231,Glen Eira (C),145.004887,-37.877377
1580,St Michael's School,8-14 Brougham Street,MELBOURNE NORTH,3051,460,Melbourne (C),144.946246,-37.793305
1581,St Patrick's School,Ovens Street,WANGARATTA,3677,670,Wangaratta (RC),146.32195,-36.356163
1582,Presentation College Windsor,187 Dandenong Road,WINDSOR,3181,635,Stonnington (C),144.9947188,-37.85764134
1583,St Mary's School,214 Dandenong Road,ST KILDA EAST,3183,590,Port Phillip (C),144.997592,-37.859021
1584,Assumption College,Sutherland Street,KILMORE,3764,485,Mitchell (S),144.947629,-37.301013
1585,St Brendan's School,103 Wellington Street,FLEMINGTON,3031,506,Moonee Valley (C),144.931728,-37.784696
1586,Catherine McAuley College,164 Barkly Street,BENDIGO,3550,262,Greater Bendigo (C),144.273362,-36.753444
1587,Highview College,21 Kars Street,MARYBOROUGH,3465,167,Central Goldfields (S),143.736415,-37.053543
1588,St Augustine's School,58 Burke Street,MARYBOROUGH,3465,167,Central Goldfields (S),143.736798,-37.051831
1589,St Mary's School,5 Hope Avenue,BAIRNSDALE,3875,211,East Gippsland (S),147.5856286,-37.84139544
1590,St Aloysius' School,800 Ripon Street South,REDAN,3350,57,Ballarat (C),143.837673,-37.578109
1591,St Joseph's School,571 Glenferrie Road,HAWTHORN,3122,111,Boroondara (C),145.034315,-37.826461
1592,Sacre Coeur,172 Burke Road,GLEN IRIS,3146,635,Stonnington (C),145.051572,-37.861753
1593,St Joseph's School,39 James Street,NORTHCOTE,3070,189,Darebin (C),144.996721,-37.774621
1594,Sacred Heart School,1 Clifton Grove,PRESTON,3072,189,Darebin (C),145.003768,-37.744807
1595,Sacred Heart School,4 Wilson Street,MORWELL,3840,381,Latrobe (C),146.4043244,-38.23943484
1596,St Michael's School,Church Street,TRARALGON,3844,381,Latrobe (C),146.534695,-38.195161
1597,St Brendan's School,143 - 149 Knight Street,SHEPPARTON,3630,283,Greater Shepparton (C),145.407652,-36.374731
1598,St Mary's College,90 High Street,SEYMOUR,3660,485,Mitchell (S),145.140924,-37.019895
1599,St Mary's School,134 Woods Street,DONALD,3480,127,Buloke (S),142.9851708,-36.37357574
1600,St Mary's Primary School,11 Pearson Street,SALE,3850,681,Wellington (S),147.062326,-38.110706
1601,St Patrick's Primary School,1 Conway Street,KILMORE,3764,485,Mitchell (S),144.948109,-37.299394
1602,St Brigid's School,96 Inglis Street,BALLAN,3342,515,Moorabool (S),144.228732,-37.599896
1603,St Patrick's School,1564 Old Melbourne Road,GORDON,3345,515,Moorabool (S),144.0909009,-37.58064935
1604,St Mary's School,2 Raglan Street,LANCEFIELD,3435,413,Macedon Ranges (S),144.731727,-37.278756
1605,St Augustine's School,119 Napier Street,CRESWICK,3363,291,Hepburn (S),143.8922616,-37.42850667
1606,Tarrington Lutheran School,7901 Hamilton Highway,TARRINGTON,3301,626,Southern Grampians (S),142.094259,-37.766232
1607,St Monica's School,91 High Street,KANGAROO FLAT,3555,262,Greater Bendigo (C),144.2448,-36.79419899
1608,St Joseph's School,17 Wedge Street,BENALLA,3672,101,Benalla (RC),145.974115,-36.553963
1609,St Brendan's Primary School,1 Ti Tree Road,DUNNSTOWN,3352,515,Moorabool (S),143.966027,-37.591165
1610,Sacred Heart College,Retreat Road,NEWTOWN,3220,275,Greater Geelong (C),144.3401453,-38.14949635
1611,St Patrick's School,Wattle Street,ST ARNAUD,3478,581,Northern Grampians (S),143.246862,-36.61707734
1612,St Joseph's College Mildura,154 Twelfth Street,MILDURA,3500,478,Mildura (RC),142.153461,-34.188725
1613,Star of the Sea College,80 Martin Street,BRIGHTON,3186,91,Bayside (C),144.99678,-37.896734
1614,St James' School,6 St James Close,BRIGHTON,3186,91,Bayside (C),144.997657,-37.897945
1615,St Peter's School,842 Centre Road,BENTLEIGH EAST,3165,231,Glen Eira (C),145.070911,-37.923044
1616,Methodist Ladies' College,207 Barkers Road,KEW,3101,111,Boroondara (C),145.038491,-37.813951
1617,St Liborius' School,379 Eaglehawk Road,EAGLEHAWK,3556,262,Greater Bendigo (C),144.25729,-36.723477
1618,Damascus College,1412 Geelong Road,MOUNT CLEAR,3350,57,Ballarat (C),143.870347,-37.611456
1619,Ballarat Clarendon College,1425 Sturt Street,BALLARAT,3350,57,Ballarat (C),143.8336504,-37.55964761
1620,St Mary's School,84 Templeton Street,CASTLEMAINE,3450,543,Mount Alexander (S),144.2209585,-37.06395716
1621,Sacred Heart College,94 High Street,KYNETON,3444,413,Macedon Ranges (S),144.458821,-37.252887
1622,St Ambrose's School,14 - 17 Templeton Street,WOODEND,3442,413,Macedon Ranges (S),144.53049,-37.35779241
1623,St Joseph's School,Watson Street,CHARLTON,3525,127,Buloke (S),143.351051,-36.271767
1624,Sacred Heart School,69-75 Hogan Street,TATURA,3616,283,Greater Shepparton (C),145.223919,-36.439826
1625,Christ Church Grammar School,677 Punt Road,SOUTH YARRA,3141,460,Melbourne (C),144.985738,-37.838952
1626,St Paul's School,562 Sydney Road,COBURG,3058,525,Moreland (C),144.967855,-37.738929
1627,St Andrew's School,110 Greaves Street North,WERRIBEE,3030,726,Wyndham (C),144.650573,-37.901272
1628,St Brigid's School,68 Aitken Street,GISBORNE,3437,413,Macedon Ranges (S),144.590088,-37.490906
1629,Our Lady of Mount Carmel School,53 Macedon Street,SUNBURY,3429,327,Hume (C),144.736305,-37.58004
1630,St Joseph's School,142 North Road,CHILTERN,3683,335,Indigo (S),146.607065,-36.145981
1631,St Mary's School,High Street,RUTHERGLEN,3685,335,Indigo (S),146.462975,-36.050422
1632,St Mary's School,87 Southey Street,INGLEWOOD,3517,394,Loddon (S),143.872485,-36.571137
1633,FCJ College,36 Arundel Street,BENALLA,3672,101,Benalla (RC),145.975389,-36.552769
1634,Fintona Girls' School,79 Balwyn Road,BALWYN,3103,111,Boroondara (C),145.080326,-37.815158
1635,St Patrick's School,136 Princes Highway,PAKENHAM,3810,145,Cardinia (S),145.4745267,-38.06938466
1636,Lauriston Girls' School,38 Huntingtower Road,ARMADALE,3143,635,Stonnington (C),145.025089,-37.852317
1637,Sacred Heart Primary School,62 Orr Street,YARRAWONGA,3730,490,Moira (S),146.0092454,-36.01072352
1638,Xavier College,135 Barkers Road,KEW,3101,111,Boroondara (C),145.031105,-37.813858
1639,St Joseph's School,11 Martin Street,PENSHURST,3289,626,Southern Grampians (S),142.2897792,-37.87750896
1640,Marian College,304 Barkly Street,ARARAT,3377,26,Ararat (RC),142.937766,-37.284744
1641,Sacred Heart School,39 Robertson Street,CASTERTON,3311,241,Glenelg (S),141.413634,-37.586013
1642,St Bernard's School,Gisborne Road,BACCHUS MARSH,3340,515,Moorabool (S),144.43486,-37.672269
1643,St Patrick's School,Queen Street,KOROIT,3282,549,Moyne (S),142.368973,-38.299892
1644,Geelong Grammar School,50 Biddlecombe Avenue,CORIO,3214,275,Greater Geelong (C),144.399071,-38.068817
1645,Trinity Grammar School Kew,40 Charles Street,KEW,3101,111,Boroondara (C),145.0355016,-37.81020316
1646,Academy of Mary Immaculate,88 Nicholson Street,FITZROY,3065,735,Yarra (C),144.974409,-37.803711
1647,Sacred Heart School,107 King William Street,FITZROY,3065,735,Yarra (C),144.978524,-37.802049
1648,Mount Lilydale Mercy College,120 Anderson Street,LILYDALE,3140,745,Yarra Ranges (S),145.3577545,-37.75075881
1649,St Monica's School,2 Wingfield Street,FOOTSCRAY,3011,433,Maribyrnong (C),144.906837,-37.801162
1650,St Augustine's School,65 Somerville Road,YARRAVILLE,3013,433,Maribyrnong (C),144.8898972,-37.81370425
1651,St Michael & St John's School,7 McLachlan Street,HORSHAM,3400,319,Horsham (RC),142.2039894,-36.71400221
